,0,1,2,3,4,5
38,-1.049779507200488,-1.0883167191122158,-1.0883167191122158,-1.109706002107955,-3.58305897852476,-1.937282878283776
39,-1.661873395488223,-1.6657608808156024,-1.666821191018867,-1.6859366871838115,-1.96,-2.7982204294989224
40,0.0,0.0,0.0,0.0,0.0,0.0
41,-1.9305726985480254,-1.9441164082485745,-1.9334474232849495,-1.9248131889502567,-2.840722134289198,-2.7271600000000005
42,-1.7120885486393256,-1.702112463846313,-1.7109376128083504,-1.7012671489859734,-4.852123410914729,-2.789577316401086
43,-2.026261802661555,-2.0112209465707274,-2.025532708517223,-2.0115846211117,-4.41991931869969,-2.8661716075470856
44,-1.678854921673099,-1.6595866020397019,-1.647026128209917,-1.669645964359126,-4.330777070118191,-3.658564985557595
45,0.0,0.0,0.0,0.0,0.0,0.0
46,-1.9694231112913876,-1.9684964114803538,-1.9812192385950218,-1.9699243082007523,-2.8402414093622377,-2.82793389486495
47,-1.203789410453576,-1.1987874637906457,-1.2462566263951682,-1.1960624179931036,-1.9543891867787928,-1.92255784
48,-1.663265701111775,-1.6674835840579778,-1.6816737877066836,-1.669645964359126,-1.9060000000000001,-1.9502751046012752
49,-2.091581940202455,-2.1011213663051658,-2.1073350216990603,-2.1017594349665205,-2.842980737555387,-4.385328447845722
50,0.0,0.0,0.0,0.0,0.0,0.0
51,-1.9042341248173502,-1.89664868467209,-1.9143293688756153,-1.900991251821503,-3.618949606030446,-2.815696903656727
52,-1.7299787538241322,-1.7028591438444878,-1.7052621283909595,-1.7028520168586319,-1.9060000000000001,-1.96
53,-1.78349077843942,-1.762533321998398,-1.7876150604659293,-1.7645218074198146,-3.548458244490607,-2.757191563152425
54,-2.1068558314915387,-2.1001740338341364,-2.1119319671787746,-2.099520664202677,-4.395582260363228,-3.6718187440598173
55,0.0,0.0,0.0,0.0,0.0,0.0
56,-1.3532764461227058,-1.3467234662569094,-1.3317016574065885,-1.348951995105709,-2.824,-1.96
57,-0.39578203963168,-0.37663359999999996,-0.28382590528720003,-0.371104,-1.0,-1.9060000000000001
58,-1.6911212610831605,-1.669645964359126,-1.6936867300845382,-1.6681169568320522,-4.305461812770265,-1.96
59,-0.8431526575174944,-0.8379184100212473,-0.8885327494327644,-0.8379184100212473,-1.0,-1.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,-1.9562089317577025,-1.9452348092481742,-1.9296425397239871,-1.9410169633219971,-2.8331115268068974,-4.3476633969385
62,-1.7163430135017677,-1.7025852764269365,-1.6991255324959338,-1.7090942030737526,-2.8583568148387872,-2.8345992371560955
63,-2.035715149338167,-2.0300251949653587,-2.034851955285862,-2.01793668384118,-2.8816,-3.6740880465699526
64,-1.6234995820920517,-1.6350478795407561,-1.6473549349124526,-1.6400098109958399,-2.829299003146733,-2.828488472580813
65,0.0,0.0,0.0,0.0,0.0,0.0
66,-1.9504909920375082,-1.9468784869711502,-1.9567722341709284,-1.9514654230365809,-3.555223684083469,-4.387324173473805
67,-1.2588951501843084,-1.2510329808004657,-1.2575388051780065,-1.222515344950278,-1.941791563152425,-4.251430824809004
68,-1.6971209509275398,-1.6695543431246498,-1.6675483694915703,-1.6730011603226034,-1.96,-1.9420146291490545
69,-2.100610392324565,-2.0997390793333155,-2.11158835372314,-2.0960182489495227,-3.6656366770253896,-4.344942130748701
70,0.0,0.0,0.0,0.0,0.0,0.0
71,-1.8954634775983257,-1.8994313332064556,-1.9104170707472703,-1.9012245537336447,-3.666455434095515,-5.007553330083656
72,-1.6981496099272513,-1.7026077210641357,-1.70099022659655,-1.7086030049345067,-2.847688293497077,-3.600698331513868
73,-1.7800454846546256,-1.76344275622512,-1.7564762962374962,-1.7785685026769247,-3.6051958585206676,-3.6423559168993256
74,-2.094804042444336,-2.101195109934489,-2.105604587124311,-2.11016074098024,-2.877626679281342,-4.417252496312501
75,0.0,0.0,0.0,0.0,0.0,0.0
76,-1.3765693327492494,-1.43313369579268,-1.38796923019796,-1.4012447943872557,-2.8442846396853247,-1.9225591359999998
77,-0.196,-0.196,2.2402843444299667,-0.1,-1.0,-1.0
78,-1.7473988771823044,-1.7320135500341123,-1.734670697410038,-1.7485550403224335,-1.92735933856,-1.9117600000000001
79,-0.878319327111712,-0.8376440431728394,-0.8892897681463756,-0.8379655951796027,-1.0,-2.76040501360226
80,0.0,0.0,0.0,0.0,0.0,0.0
81,-1.9340789004917611,-1.924951601748643,-1.947130410602891,-1.9416911847645308,-1.96,-2.8476996349180888
82,-1.6950639899449766,-1.702860125784761,-1.6995485728199635,-1.708880098715599,-2.815371785801248,-3.6025434445918805
83,-2.045404747964284,-2.029900197820012,-2.031121236267232,-2.03243334617503,-2.8733771193997875,-4.3814932152306945
84,-1.600213916281302,-1.5988529695281373,-1.5988749699782825,-1.5867987881614045,-1.5898128129823015,-1.96
85,0.0,0.0,0.0,0.0,0.0,0.0
86,-1.9113029833821982,-1.9000475926078408,-1.900991251821503,-1.9219015073976558,-1.9143230975178724,-4.303363353401193
87,-1.150549546921361,-1.1445772608046287,-1.141475417658147,-1.1532897391506032,-1.1747216061377275,-2.8168030652946356
88,-1.6664777394991712,-1.6694965287020438,-1.6696165227418864,-1.689759756269066,-1.96,-1.96
89,-2.124812889597783,-2.099656373347179,-2.1010990874344446,-2.1062116145164276,-3.6973491629967468,-2.8203573888255953
90,0.0,0.0,0.0,0.0,0.0,0.0
91,-1.9096815355284096,-1.8988217728743468,-1.8966006561778657,-1.9000413476836218,-2.864738784259675,-3.640805145824054
92,-1.6995511987095777,-1.6673567162840761,-1.6696454694295526,-1.6946941811356662,-3.540835184399678,-4.353246328776246
93,-1.7754159184755531,-1.765355891923236,-1.7641060947028682,-1.7484529706708607,-1.9276940953600001,-2.843191093782549
94,-2.103200484827169,-2.099577697383025,-2.101670992355128,-2.1019849643523365,-3.693979389907617,-4.389236736963616
95,0.0,0.0,0.0,0.0,0.0,0.0
96,-1.4596167528112998,-1.4391941586894212,-1.4391941586894212,-1.4629301367285468,-4.207562901537773,-1.4702564387161732
97,-0.1,-0.1,-0.1,-0.1,-1.0,19.594488808191098
98,-1.8019801910084023,-1.8195358948938978,-1.8216929694156307,-1.82180314740214,-1.96,-1.824472931142063
99,-1.0135517578523892,-0.9677425642134942,-0.9044016736203975,-0.9515278352105029,-1.9219552000000002,-0.9328693628529985
100,0.0,0.0,0.0,0.0,0.0,0.0
101,-1.8154356432016412,-1.8336791448719212,-1.831291873274218,-1.8226090041374328,-3.5603976809023847,-2.8663505132429434
102,-1.5496666212797008,-1.5474803118631237,-1.5343115845178739,-1.5223613366481707,-2.7379980160000006,-2.841215439806734
103,-1.9340611119423872,-1.944816125694609,-1.961608433459977,-1.9477716033063937,-2.8169155590087094,-3.6559348875544497
104,-1.7982518575620827,-1.7848704770442108,-1.797851708249195,-1.79462686810442,-3.655922549605692,-5.017677617210543
105,0.0,0.0,0.0,0.0,0.0,0.0
106,-1.9934292225589334,-2.008450670662374,-2.0103952905375615,-1.989966357941213,-6.104181528718361,-4.301083602893178
107,-1.2915525006082262,-1.2692300896248447,-1.3002590106019565,-1.2510329808004657,-1.96,-1.9441702930684248
108,-1.6590032542782587,-1.6301218596914557,-1.6438291318987768,-1.6313861383691584,-1.96,-2.8458076807610757
109,-2.059165021698258,-2.040423157216386,-2.0515129844803064,-2.049046656186723,-3.645260379024884,-3.656757482047655
110,0.0,0.0,0.0,0.0,0.0,0.0
111,-1.9078934910336054,-1.8947693705720392,-1.8895099901365313,-1.89631319819048,-2.8161028075696093,-4.399864888302704
112,-1.7729002685559427,-1.7677336595358633,-1.752973850606577,-1.7631491726687125,-3.647091022619754,-1.96
113,-1.8564104486810158,-1.8365866229784251,-1.84383073117617,-1.84323752881598,-1.9527250484615806,-4.941226050670244
114,-2.1575487134506552,-2.1582936498639436,-2.147827112138211,-2.146847215447541,-2.7958098277261945,-3.6491429931036707
115,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.196,6.935287181521969,-0.20140000000000002,-0.196,-1.9060000000000001,-1.6099634875816293
117,-1.6507483052373098,-1.6691115876317553,-1.6514477218123553,-1.6658863785426983,-4.302880951883478,-1.96
118,-0.19783747729827345,-0.8583386148980192,-0.8565911972484693,-0.8379184100212473,-1.0,-4.199925026277811
119,-1.658150700365324,-1.6558102075989136,-1.6288681126908848,-1.6350478795407561,-3.628431532124398,-3.6352666863725704
120,0.0,0.0,0.0,0.0,0.0,0.0
121,-1.8567504586385009,-1.8340916435352415,-1.8742015349494032,-1.8557662050046564,-2.8547336157288785,-3.6644009989052435
122,-1.5600114175943016,-1.5551827285431092,-1.561466883182244,-1.5876883942806992,-3.643863616384065,-4.888988370392836
123,-1.9675459007205256,-1.9664978745117707,-1.963502768807789,-1.9728279232200057,-3.631660875276303,-2.8596968123858946
124,-1.7709072358956728,-1.7945433828844677,-1.7635212038916894,-1.798615289239902,-4.314783022595838,-2.8667048766085155
125,0.0,0.0,0.0,0.0,0.0,0.0
126,-2.0171634010629043,-2.007658894946406,-2.011265284108742,-2.0097980703534013,-5.006454593705691,-3.5903083419348443
127,-1.2968957556348557,-1.287457975136426,-1.3003577758240192,-1.2950155170223427,-2.800178909670437,-1.9539492580916744
128,-1.63924332686924,-1.642537383850236,-1.632316066292429,-1.6307593132301852,-1.9225384,-1.96
129,-2.046995386933761,-2.0643638777723505,-2.0490952559092555,-2.0495117906689515,-4.355172214111901,-3.6906726040351376
130,0.0,0.0,0.0,0.0,0.0,0.0
131,-1.8946812070252674,-1.8885173689155563,-1.8717997554309374,-1.895660192020501,-5.58573960662615,-2.849970496429008
132,-1.7547306018238773,-1.7420680940595195,-1.7593763439289443,-1.7694525521685363,-3.6106095059669503,-2.7863673819883004
133,-1.855721590676261,-1.8458199955077483,-1.848652850494196,-1.833370200854039,-1.96,-4.983536277096251
134,-2.1502801981130384,-2.145804429218984,-2.146173029875503,-2.1551030821020882,-4.972787492995192,-4.462304996811323
135,0.0,0.0,0.0,0.0,0.0,0.0
136,-0.40026651964000004,-0.35350000000000004,-0.37663359999999996,0.030513664326580453,-1.0,-1.0
137,-1.6109929604161444,-1.5977621986937927,-1.5982079716924427,-1.6031320422945243,-1.96,-2.7964258092968226
138,-0.9604215877291982,-0.9649168356458873,-0.968168980521635,-1.0000033334916456,-2.7580534534816,-1.0
139,-1.5671565190220607,-1.5772374172865802,-1.5600355354731708,-1.5598443988086457,-1.96,-3.5785951775192464
140,0.0,0.0,0.0,0.0,0.0,0.0
141,-1.9186058316663241,-1.9181666160564494,-1.9294952412177917,-1.9237534380519958,-3.604475004386508,-3.656546078902158
142,-1.7086109431530638,-1.7050854718454784,-1.685784365439509,-1.7027661664985758,-1.96,-3.594916664205922
143,-2.02472939104791,-2.0214309855843813,-2.015520413963671,-2.0112506775552603,-4.955834579484517,-5.096492641722071
144,-1.6890897108020833,-1.6703775996905788,-1.694725218233775,-1.6639128682979574,-3.619979951281679,-1.96
145,0.0,0.0,0.0,0.0,0.0,0.0
146,-1.9540801410936044,-1.969906454713736,-1.9624771452828138,-1.9664084620851883,-3.692144522527185,-4.295883489016041
147,-1.245635318417282,-1.220092613882364,-1.245772796378204,-1.1989926883338182,-4.308797164801005,-3.564386713881949
148,-1.689145372051701,-1.6585790822215767,-1.671255563020118,-1.669645436434248,-1.96,-3.6502979241779108
149,-2.087550336451949,-2.100015126771159,-2.0974889954975358,-2.0994478393903635,-2.8133015414483165,-2.8816
150,0.0,0.0,0.0,0.0,0.0,0.0
151,-1.8972432382767177,-1.9141609829693262,-1.8932051684215336,-1.8999068438075468,-4.4127745326021754,-4.339279515213331
152,-1.7253351823043535,-1.7212432913745006,-1.7338865692817138,-1.7342931304545857,-2.8592271426591918,-3.6102355693866306
153,-1.7862682902484717,-1.7812717798726487,-1.7831505812705166,-1.7635823338369956,-1.9060000000000001,-1.96
154,-2.1006431063268525,-2.100138169836904,-2.124505928419954,-2.101394377278409,-3.7174891131040635,-4.35856283637582
155,0.0,0.0,0.0,0.0,0.0,0.0
156,-1.3123797631081588,-1.27095684346046,-1.2844163006280418,-1.2504138025944236,-3.621295091784143,-2.8257697949445135
157,-0.6806367314140418,-0.6354696119200001,-0.5218954442796575,-0.617975604995044,-1.0,-1.0
158,-1.62678138500053,-1.616898132737419,-1.64506557266056,-1.6350478795407561,-2.789650178684404,-3.5930418172978467
159,-0.877010500048756,-0.8787258316481262,-0.81297669946768,-0.8379184100212473,-1.916944,-1.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,-1.942827672003371,-1.9415788641535698,-1.9349544139076835,-1.9296707288348949,-2.8581247971324957,-1.96
162,-1.7253255869298803,-1.702182067935004,-1.7079571775668705,-1.7034005987229826,-2.853303918643885,-1.96
163,-2.042678776609201,-2.0294233306226204,-2.039769531294331,-2.0274878265828655,-5.06903002112702,-5.631796092340464
164,-1.6541608080070196,-1.673496102791076,-1.655415710066158,-1.6488630201998733,-4.340209915773502,-1.917268
165,0.0,0.0,0.0,0.0,0.0,0.0
166,-1.9482434208379211,-1.9526968653382455,-1.9633503218874253,-1.9543644210922846,-2.8343072361343333,-3.6708660732831655
167,-1.2626251971216,-1.2822374853737122,-1.2624119235793336,-1.2300362453732723,-1.926534616,-1.9488777883197614
168,-1.693896925740144,-1.6637873998219377,-1.6708969503285414,-1.6948477869184102,-1.9415718197301763,-4.301116623020665
169,-2.099313243833875,-2.0991236535994644,-2.104373216356206,-2.099812138073081,-5.064880878866885,-4.958801357276283
170,0.0,0.0,0.0,0.0,0.0,0.0
171,-1.9090255595465229,-1.8958025500618196,-1.8982077586749773,-1.9018818230011594,-2.832967345869406,-3.651357090216612
172,-1.7262265298821073,-1.700589408750993,-1.7223743075242395,-1.7178755815815416,-1.9325680470592,-3.5937578903088565
173,-1.745184201804346,-1.7583704901664055,-1.7717771469707928,-1.7521353290946036,-2.8247716293975778,-4.325167884056887
174,-2.1005253686480265,-2.098082425384011,-2.0956581307747544,-2.101777949535052,-4.991464259692299,-3.6782006485455128
175,0.0,0.0,0.0,0.0,0.0,0.0
176,-1.3215195134844853,-1.3559301602569822,-1.3278506663429206,-1.3581056530495008,-1.96,-2.8402142577858704
177,-0.3861970431999999,-0.3254092,1.7662035372682625,-0.39050404,-1.9060000000000001,-1.9060000000000001
178,-1.7044465367081059,-1.6986374753633657,-1.7032479866446328,-1.7178094943517332,-1.96,-1.96
179,-0.6803669220387467,-0.7622341658881009,-0.7692584254436556,-0.795381026250165,-1.938250603419689,-1.917268
180,0.0,0.0,0.0,0.0,0.0,0.0
181,-1.956043672969224,-1.9399187153446253,-1.9465694472459554,-1.938200004357339,-2.8360517222611397,-3.676958833913779
182,-1.7282999861889237,-1.6986217945725293,-1.6990926491990743,-1.7044476198066247,-2.823346227272802,-2.8521962272387453
183,-2.0500096752028645,-2.039936367914362,-2.0498763868165426,-2.0532891173960808,-3.7011806928240523,-2.8527234750359014
184,-1.6287341068507966,-1.6474744614052705,-1.6347751183536814,-1.6451364452318091,-2.850899216868697,-2.8368529698778056
185,0.0,0.0,0.0,0.0,0.0,0.0
186,-1.9493690379307833,-1.9546907991606395,-1.9472950882282771,-1.9366058155878898,-2.8552828782837762,-3.66875123983377
187,-1.259996925323128,-1.252453981077404,-1.2510329808004657,-1.2080777024249907,-3.6114653820127645,-1.92760428256
188,-1.670321823572875,-1.6750838016275273,-1.669645964359126,-1.6657404496251136,-2.835616524765735,-1.96
189,-2.1211078562795764,-2.1179157442617047,-2.116239354065025,-2.108308284732228,-5.058765966598468,-2.8268831075504623
190,0.0,0.0,0.0,0.0,0.0,0.0
191,-1.9073736168766753,-1.897710149615177,-1.900991251821503,-1.903061584964896,-1.9502751046012752,-3.6767763495053405
192,-1.6919191651490095,-1.6807601371268726,-1.702860125784761,-1.7396087391659942,-4.942678449482482,-3.5774601616795185
193,-1.7576603009536718,-1.7598960196710969,-1.7347457207533707,-1.7401467325619606,-4.196890875878104,-2.7607099690413706
194,-2.0929439221554587,-2.088259684187878,-2.0843595574606955,-2.096620455791773,-5.671264888285017,-2.808560697592209
195,0.0,0.0,0.0,0.0,0.0,0.0
196,-1.4060159287540683,-1.3857803592373663,-1.3928285801990605,-1.4065073450020575,-2.834577957839647,-2.8070986055633367
197,-0.196,9.638335088583851,-0.196,-0.24560381360733435,-1.0,-1.722580603563904
198,-1.7721407222905148,-1.7613419364776306,-1.765317501765368,-1.7423991626740463,-4.1901301735204255,-2.823011740923119
199,-0.7789104692814401,-0.7976942487849922,-0.8338566268003287,-0.8377037418077375,-2.748139216,-1.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,-1.8451581945802868,-1.8495471517988484,-1.8694064991640549,-1.8500339103965964,-2.8375505220504174,-1.96
202,-1.6188673774094764,-1.6163664820662353,-1.6065377170547652,-1.5990082078549543,-1.96,-3.6499973272000643
203,-1.9669796618211246,-1.9684441180644252,-1.9657134358719686,-1.9700220767680126,-4.2900420845839,-4.38084745900637
204,-1.7695950077507572,-1.7689535783463257,-1.7757928031432897,-1.7625202985859445,-4.389060737895918,-3.624192318768195
205,0.0,0.0,0.0,0.0,0.0,0.0
206,-1.979535454083445,-1.9872497766672996,-1.9937360769474621,-1.9898959396421048,-2.870506646617915,-5.06588851299451
207,-1.265197669551482,-1.2766632978604913,-1.2984513197206453,-1.2498506929172217,-1.9117600000000001,-2.822688186337011
208,-1.6145180999284046,-1.621238669635001,-1.6019972079949514,-1.5990082078549543,-4.371158458952539,-3.5360895793153597
209,-2.0566684960795087,-2.0411293358585265,-2.0421582721394453,-2.0487967439059327,-2.8326648010095035,-6.13630450210181
210,0.0,0.0,0.0,0.0,0.0,0.0
211,-1.8787560401848868,-1.8792137853564217,-1.8747139911642514,-1.8750780071622812,-2.78083562524864,-2.874058184151601
212,-1.73727749261643,-1.7581091542551275,-1.764018811972504,-1.764127641656009,-1.96,-2.836363551124771
213,-1.8524099517892219,-1.8431620092114411,-1.8529685180227187,-1.8469423705782413,-1.9060000000000001,-3.624689499080386
214,-2.1477532833966833,-2.1468668935260933,-2.1592797215188377,-2.1585476274260165,-2.863727134824325,-2.8816
215,0.0,0.0,0.0,0.0,0.0,0.0
216,-0.46199873536,1.1934575412739397,-0.47054650336000003,-0.46156825599999995,-1.0,-1.0
217,-1.6558397425220996,-1.6641208059533692,-1.650391537425345,-1.6350478795407561,-3.632641364888589,-2.86167511323828
218,3.352444484905515,-0.6268546252143099,-0.704741399493083,-0.5431055257599999,-1.9234874717430999,-1.8687143458951745
219,-1.5761817052003493,-1.5862571691060716,-1.5818830356841498,-1.559366031546894,-3.59499138871682,-2.8187829293455007
220,0.0,0.0,0.0,0.0,0.0,0.0
221,-1.8802144543112829,-1.8922837551970924,-1.8815858697695778,-1.8913153232969595,-1.96,-2.8272417283625346
222,-1.6397077267944968,-1.6123298963166648,-1.6317323092475193,-1.6447012227926923,-3.5411782185352543,-2.813392501533448
223,-1.9839730119716683,-1.990852701363678,-1.976247638793354,-1.9929617639772574,-3.6639741069164993,-2.8429866002082704
224,-1.757277907009831,-1.7585724653135135,-1.7627419569343894,-1.7370434178635308,-1.96,-3.632480927932143
225,0.0,0.0,0.0,0.0,0.0,0.0
226,-1.9746719636267263,-2.004971404539077,-1.9878439310026716,-1.9736050093181117,-2.8382639721784946,-5.501909851714516
227,-1.2921775204642216,-1.2945644039750706,-1.2540130374950622,-1.2885108574083939,-4.274624862409116,-2.8188924665199115
228,-1.6458956858385747,-1.6363225496669318,-1.6462366964406454,-1.6498767427223697,-1.96,-3.6425267005002913
229,-2.071954112912771,-2.057695538211337,-2.0574943856121752,-2.071673735841911,-4.44035558143451,-5.056494564529025
230,0.0,0.0,0.0,0.0,0.0,0.0
231,-1.878798055699228,-1.883047776677803,-1.8887885767214712,-1.899791063085686,-4.934670751020152,-2.831603218722534
232,-1.7586873824428007,-1.7548115683867538,-1.7415490796249076,-1.736324996333373,-1.96,-3.586574498776544
233,-1.8294665728578248,-1.826309715965959,-1.8357616732322357,-1.833208010993014,-5.522124356170173,-3.5936838617341773
234,-2.1379028981827055,-2.143345769984601,-2.1435763348481673,-2.1382082071701776,-3.6846417065552752,-5.027588758763783
235,0.0,0.0,0.0,0.0,0.0,0.0
236,-0.783842329033273,-0.7340235287593482,-0.7582864792286705,-0.6530822315514696,-1.939657758207309,-1.9060000000000001
237,-1.4664904355751753,-1.4723715219720983,-1.465091374864547,-1.4582471886058832,-3.6120106755635666,-1.959246753168403
238,-1.045790716799778,-1.0072299993368097,-1.0987597956299584,-0.009890919023807704,-2.7783965549503713,-1.0
239,-1.361152560741493,-1.3729955029354315,-1.3288979424238712,-1.3907339377522066,-1.96,-1.96
240,0.0,0.0,0.0,0.0,0.0,0.0
241,-1.9200542820190898,-1.9064301421323322,-1.8990847536119164,-1.9202045851383553,-4.380383248794125,-2.8457694642840945
242,-1.6672279199267055,-1.6799543311674612,-1.6904306555518835,-1.6863589561602659,-4.9491007010621715,-1.96
243,-2.0101063540294937,-2.010524039157652,-2.0199708439153676,-2.0217205954487514,-4.404079385137461,-4.40840699431424
244,-1.7041342890239823,-1.7261337867549857,-1.7122447715596691,-1.7283469464288188,-3.654137085748064,-2.8444231898445094
245,0.0,0.0,0.0,0.0,0.0,0.0
246,-1.9636850617219632,-1.966662210110877,-1.9749697548122234,-1.9551911915597662,-5.610445437207516,-3.6660531228390325
247,-1.2374139245167168,-1.2743100944064532,-1.3024961944221096,-1.2589106068069644,-1.9531688833042047,-2.8327563121758756
248,-1.6968269333159476,-1.6646075092806822,-1.6871208975714742,-1.6655290536800964,-3.642542569138601,-1.96
249,-2.088507740473992,-2.0848270151283934,-2.083728297808786,-2.092496696268827,-3.612120470549555,-2.8567901668778664
250,0.0,0.0,0.0,0.0,0.0,0.0
251,-1.9049930286269294,-1.8872427543361228,-1.9014524431308357,-1.8950293309291426,-1.9568776948245685,-1.96
252,-1.7253039465863076,-1.73854364365671,-1.7372047245612412,-1.7156500821193508,-1.96,-2.751784216
253,-1.7942219366874133,-1.803567320996834,-1.8062941753280906,-1.7856491542822435,-1.96,-2.8678830734504137
254,-2.116066129255614,-2.117686981457843,-2.108533933789073,-2.1132640102597082,-4.389859081076243,-5.592371586323915
255,0.0,0.0,0.0,0.0,0.0,0.0
256,-1.131125173623099,-1.138617776980781,-1.1066577029549731,-1.1331928501273367,-1.9425534604470256,-1.96
257,-1.1412123524213962,-1.0878526411167506,-1.094481394781062,-1.087325934910854,-1.96,-1.96
258,-1.4136081974939627,-1.4427452544377626,-1.4290618685628425,-1.3276753847949345,-3.5814074222840206,-3.6215401023397638
259,-0.92763661764127,-0.9087203045298027,-0.4654509327316395,-1.0048678792275778,-1.9467725156653217,-1.950933707589003
260,0.0,0.0,0.0,0.0,0.0,0.0
261,-1.919096207060389,-1.9258870316348757,-1.9622060115203237,-1.9403429583688703,-1.96,-3.658003434648399
262,-1.717011042143932,-1.7286106428193924,-1.7139287239111942,-1.7298278981984068,-2.8301822718032055,-1.96
263,-2.0379664428221225,-2.037555445122633,-2.0324215510085755,-2.0464068277387573,-2.8197200465926855,-2.8783461399739005
264,-1.6648741588491633,-1.6690512287708676,-1.687859789137065,-1.6877822281327342,-2.8537130788804577,-1.9114
265,0.0,0.0,0.0,0.0,0.0,0.0
266,-1.9713666784952777,-1.9721124823218563,-1.9573113227055055,-1.9553190630602146,-2.8297600000000003,-4.964813534909515
267,-1.304207498472519,-1.3206204498032528,-1.306840912007573,-1.3015429627554918,-4.797125120676544,-2.785666485922577
268,-1.7016146017446645,-1.6965624600524434,-1.6804082370764537,-1.7033141849198896,-1.9585101713382902,-1.96
269,-2.100893812085421,-2.095719704943487,-2.104688662596784,-2.1103102773054365,-2.84057728,-5.718107125876948
270,0.0,0.0,0.0,0.0,0.0,0.0
271,-1.8980152447448406,-1.906798949957306,-1.9003435167570522,-1.9132713107381232,-4.960201739194511,-5.564738121521018
